Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media
83767,31/03/13,1200,0,,20.4,,,,,
83767,01/04/13,0,,31.7,,10.8,4.1,26.3,66,1.666667
83767,01/04/13,1200,0,,21,,,,,
83767,02/04/13,0,,27.3,,0,3.9,22.3,91,1
83767,02/04/13,1200,5.4,,20,,,,,
83767,03/04/13,0,,24.8,,0.4,0.8,21.26,95.25,0
83767,03/04/13,1200,2.4,,18.5,,,,,
83767,04/04/13,0,,28.1,,5.2,0.9,23.62,84,2
83767,04/04/13,1200,3.4,,20,,,,,
83767,05/04/13,0,,25.9,,4.7,2.1,21.2,85.75,0.666667
83767,05/04/13,1200,34.2,,17.9,,,,,
83767,06/04/13,0,,24.6,,3.4,1.7,21.94,89.25,1
83767,06/04/13,1200,0,,17.9,,,,,
83767,07/04/13,0,,24.6,,0,1.1,21.9,92.5,0.666667
83767,07/04/13,1200,9.6,,19.6,,,,,
83767,08/04/13,0,,29.2,,3.9,0.5,23.16,85.5,0.333333
83767,08/04/13,1200,0.4,,19.6,,,,,
83767,09/04/13,0,,29.3,,8.7,2.1,23.54,72.25,1.333333
83767,09/04/13,1200,0.6,,18.5,,,,,
83767,10/04/13,0,,27.8,,10,3.3,23.34,75,1.333333
83767,10/04/13,1200,2.5,,19.3,,,,,
83767,11/04/13,0,,29.1,,10.5,3.3,24.08,75.25,2
83767,11/04/13,1200,0,,19.9,,,,,
83767,12/04/13,0,,26.3,,2.4,3.6,22.1,94,1
83767,12/04/13,1200,0,,19.4,,,,,
83767,13/04/13,0,,25,,6.3,0.5,20.68,81.25,1.666667
83767,13/04/13,1200,107.2,,18.5,,,,,
83767,14/04/13,0,,26.7,,9.6,3.2,20.98,71,1
83767,14/04/13,1200,0,,16,,,,,
83767,15/04/13,0,,26.6,,10.6,4.1,19.36,69.5,0.666667
83767,15/04/13,1200,0,,13,,,,,
83767,16/04/13,0,,25.1,,10.8,4.3,18.9,62.5,2
83767,16/04/13,1200,0,,12.4,,,,,
83767,17/04/13,0,,27.1,,9.3,4.8,20.1,62.5,1.666667
83767,17/04/13,1200,0,,13.5,,,,,
83767,18/04/13,0,,25.3,,10.7,4,19.7,64.5,1.666667
83767,18/04/13,1200,0,,15.2,,,,,
83767,19/04/13,0,,26.9,,10.7,4.6,20.54,65.25,1
83767,19/04/13,1200,0,,14.2,,,,,
83767,20/04/13,0,,28.1,,10.6,4.9,20.7,67.5,1.666667
83767,20/04/13,1200,0,,15.2,,,,,
83767,21/04/13,0,,27.1,,10.7,4.5,19.96,66,1.666667
83767,21/04/13,1200,0,,14.2,,,,,
83767,22/04/13,0,,26.9,,10.4,4.6,20.48,65.25,1.666667
83767,22/04/13,1200,0,,14.5,,,,,
83767,23/04/13,0,,26.9,,10.1,4.9,20.52,62.5,1.333333
83767,23/04/13,1200,0,,15.3,,,,,
83767,24/04/13,0,,27.5,,9.1,5.1,21.66,59.75,1.333333
83767,24/04/13,1200,0,,16.6,,,,,
83767,25/04/13,0,,28.1,,7.7,4.8,21.44,64.75,1.333333
83767,25/04/13,1200,0,,17.3,,,,,
83767,26/04/13,0,,28.7,,7.9,4.7,22.78,68,1.333333
83767,26/04/13,1200,0,,17.4,,,,,
83767,27/04/13,0,,30.6,,9.5,4,23.94,66,0.666667
83767,27/04/13,1200,0,,19.1,,,,,
83767,28/04/13,0,,28.7,,9.3,4.7,22.92,67.5,1.666667
83767,28/04/13,1200,0,,18.7,,,,,
83767,29/04/13,0,,29.7,,10.2,4.4,23.2,71,1
83767,29/04/13,1200,0,,17.5,,,,,
83767,30/04/13,0,,30.5,,9.2,3.3,24.08,67,1
83767,30/04/13,1200,0,,17.9,,,,,
83767,01/05/13,0,,32,,10.3,5.7,25.52,62.25,1
83767,01/05/13,1200,0,,19.6,,,,,
83767,02/05/13,0,,31,,10.3,5.5,24.92,71,1.333333
83767,02/05/13,1200,0,,20.8,,,,,
83767,03/05/13,0,,31.1,,9.9,4.2,24.7,65.25,0.666667
83767,03/05/13,1200,0,,20.3,,,,,
83767,04/05/13,0,,31.9,,10,4.6,24.86,62,3
83767,04/05/13,1200,0,,18.7,,,,,
83767,05/05/13,0,,24.1,,0,5.4,19.26,92.75,1.666667
83767,05/05/13,1200,5.4,,16.8,,,,,
83767,06/05/13,0,,23.9,,10.1,0.9,18.08,58.5,1.333333
83767,06/05/13,1200,4.4,,13.2,,,,,
83767,07/05/13,0,,22.8,,10.2,5.6,17.02,57.5,2.333333
83767,07/05/13,1200,0,,10.6,,,,,
83767,08/05/13,0,,24.7,,10.2,4.4,16.36,60,1.333333
83767,08/05/13,1200,0,,9.5,,,,,
83767,09/05/13,0,,27.8,,10.2,4.4,18.26,56.25,0.333333
83767,09/05/13,1200,0,,9.7,,,,,
83767,10/05/13,0,,27.3,,10.2,6,19.88,46.75,1.666667
83767,10/05/13,1200,0,,13.5,,,,,
83767,11/05/13,0,,29,,10.1,6.7,21.46,62,1.333333
83767,11/05/13,1200,0,,16.3,,,,,
83767,12/05/13,0,,29.3,,9.8,4.9,23.32,59.25,1.666667
83767,12/05/13,1200,0,,18.2,,,,,
83767,13/05/13,0,,28,,4.5,5.5,21.8,68.75,2.333333
83767,13/05/13,1200,0,,19.2,,,,,
83767,14/05/13,0,,21.4,,0,4.2,19.5,92.25,0.666667
83767,14/05/13,1200,0.7,,17.9,,,,,
83767,15/05/13,0,,30.5,,9.7,1.5,24.04,66.5,1.333333
83767,15/05/13,1200,3.3,,17.6,,,,,
83767,16/05/13,0,,27.9,,3.9,3.3,23.1,85.5,1
83767,16/05/13,1200,3,,21,,,,,
83767,17/05/13,0,,25.1,,2.6,1.8,20.68,81,1
83767,17/05/13,1200,0,,17.9,,,,,
83767,18/05/13,0,,26.5,,7.3,2.6,20.62,74.75,1.666667
83767,18/05/13,1200,0,,15.4,,,,,
83767,19/05/13,0,,27.5,,1.4,3.2,22.18,79.5,0.666667
83767,19/05/13,1200,0,,18.2,,,,,
83767,20/05/13,0,,29.1,,8.6,2.3,22.94,79.75,1.333333
83767,20/05/13,1200,0,,18.1,,,,,
83767,21/05/13,0,,29.3,,5,3,23.62,69,0.666667
83767,21/05/13,1200,0,,20.2,,,,,
83767,22/05/13,0,,23.4,,0.4,3,19.74,96.25,0
83767,22/05/13,1200,11.6,,17.9,,,,,
83767,23/05/13,0,,20,,0.6,1,17.28,91.75,1.333333
83767,23/05/13,1200,10.7,,15.6,,,,,
83767,24/05/13,0,,18.8,,0.3,0.9,16.5,95.5,0.333333
83767,24/05/13,1200,19,,15.3,,,,,
83767,25/05/13,0,,23.7,,9.3,0.5,18.08,81.75,1
83767,25/05/13,1200,1.6,,14.1,,,,,
83767,26/05/13,0,,24.5,,9.3,2.2,18.94,68.75,2.666667
83767,26/05/13,1200,0,,12.6,,,,,
83767,27/05/13,0,,23.3,,3.6,3.3,18.86,93,1
83767,27/05/13,1200,4.4,,15.8,,,,,
83767,28/05/13,0,,19.6,,0,1,17.24,94.5,1.333333
83767,28/05/13,1200,66.8,,15.8,,,,,
83767,29/05/13,0,,24.7,,5.3,0.6,19.52,91,1
83767,29/05/13,1200,50.4,,15.4,,,,,
83767,30/05/13,0,,20.6,,4.3,0.9,16.9,68.25,1.333333
83767,30/05/13,1200,3.2,,14.7,,,,,
83767,31/05/13,0,,23.5,,9.4,3.7,18.18,79.25,2
83767,31/05/13,1200,0,,11.8,,,,,
83767,01/06/13,0,,26.7,,7,2.5,21.8,79.5,1.666667
83767,01/06/13,1200,0,,17.1,,,,,
83767,02/06/13,0,,22.4,,0.4,2,19.02,99.25,0.666667
83767,02/06/13,1200,59,,17.5,,,,,
83767,03/06/13,0,,23,,6.8,2.4,18.24,87.5,1
83767,03/06/13,1200,0.1,,15.6,,,,,
83767,04/06/13,0,,23.4,,5.8,0.6,17.78,85.25,1.333333
83767,04/06/13,1200,0,,14.7,,,,,
83767,05/06/13,0,,25.4,,10,1.6,18.48,78,0.666667
83767,05/06/13,1200,0,,12.6,,,,,
83767,06/06/13,0,,25.5,,9.6,2.5,20,75,1.333333
83767,06/06/13,1200,0,,15.4,,,,,
83767,07/06/13,0,,27.1,,9.9,2.6,20.1,70,0.666667
83767,07/06/13,1200,0,,13.6,,,,,
83767,08/06/13,0,,26.7,,9,3.2,19.92,69.5,0.333333
83767,08/06/13,1200,0,,14.1,,,,,
83767,09/06/13,0,,26.3,,9.9,7.4,20.22,68.75,2.333333
83767,09/06/13,1200,0,,15.6,,,,,
83767,10/06/13,0,,25.7,,4.7,3.7,20.28,83.5,0.666667
83767,10/06/13,1200,0,,17.7,,,,,
83767,11/06/13,0,,26.4,,6.5,1.7,20.72,85.25,1.333333
83767,11/06/13,1200,17.4,,17.2,,,,,
83767,12/06/13,0,,26.1,,9,1.5,20.76,83.25,0.666667
83767,12/06/13,1200,0,,16.1,,,,,
83767,13/06/13,0,,26.7,,9.2,1.9,20.66,80.75,1
83767,13/06/13,1200,0.1,,15.6,,,,,
83767,14/06/13,0,,26.7,,9.2,1.8,20,74.75,0.666667
83767,14/06/13,1200,0,,14.1,,,,,
83767,15/06/13,0,,20.8,,1.8,3.1,16.78,84.25,1.666667
83767,15/06/13,1200,9.2,,14.7,,,,,
83767,16/06/13,0,,16.6,,0,1.8,15.6,99,0.666667
83767,16/06/13,1200,11.7,,13.7,,,,,
83767,17/06/13,0,,21.6,,5.3,0.4,16.46,93,0.666667
83767,17/06/13,1200,14.2,,13.7,,,,,
83767,18/06/13,0,,25.9,,9.7,1,19.82,74,1.333333
83767,18/06/13,1200,0,,13.9,,,,,
83767,19/06/13,0,,21.7,,0.1,3.3,18.94,93.75,1.666667
83767,19/06/13,1200,0,,16.6,,,,,
83767,20/06/13,0,,21.4,,0.1,0.6,19.66,94,0.333333
83767,20/06/13,1200,47.6,,17.3,,,,,
83767,21/06/13,0,,20.4,,0,0.2,15.4,99.5,1.666667
83767,21/06/13,1200,2.9,,12,,,,,
83767,22/06/13,0,,16,,3.6,1,12.08,88.5,1
83767,22/06/13,1200,13.8,,8.5,,,,,
83767,23/06/13,0,,20.4,,3,1.1,16.18,87.75,1.333333
83767,23/06/13,1200,2.7,,12.4,,,,,
83767,24/06/13,0,,17.8,,0,2,16.82,94.5,3
83767,24/06/13,1200,0,,16,,,,,
83767,25/06/13,0,,18.2,,0,0.8,17.04,99.25,0.666667
83767,25/06/13,1200,47.4,,15.4,,,,,
83767,26/06/13,0,,17.5,,0,0,16.78,99.5,0.666667
83767,26/06/13,1200,38.1,,15.6,,,,,
83767,27/06/13,0,,21,,1,0.4,17.88,95,0.666667
83767,27/06/13,1200,4.4,,16,,,,,
83767,28/06/13,0,,25,,8.9,0.9,20.28,82.75,1.333333
83767,28/06/13,1200,0,,16,,,,,
83767,29/06/13,0,,27.2,,5.4,2.1,21.8,87.5,1
83767,29/06/13,1200,0,,18,,,,,
83767,30/06/13,0,,26.2,,4.3,1.1,20.82,95.5,6.666667
83767,30/06/13,1200,1.3,,17.7,,,,,
83767,01/07/13,0,,21,,0.2,0.9,18.16,93.25,1.333333
83767,01/07/13,1200,31.8,,16.4,,,,,
83767,02/07/13,0,,19,,3,0.9,14.36,89.75,1.333333
83767,02/07/13,1200,0.2,,11.2,,,,,
83767,03/07/13,0,,25,,9.7,1.5,18.86,76.5,1.666667
83767,03/07/13,1200,0,,13.1,,,,,
83767,04/07/13,0,,25.9,,9.7,4,20.78,71.25,2.666667
83767,04/07/13,1200,0,,17.4,,,,,
83767,05/07/13,0,,26.4,,9.9,4,20.64,73,1.666667
83767,05/07/13,1200,0,,16.6,,,,,
83767,06/07/13,0,,27.8,,8.3,3.6,21.44,71.25,1
83767,06/07/13,1200,0,,16.8,,,,,
83767,07/07/13,0,,28.9,,9.9,2.7,21.86,69.25,1
83767,07/07/13,1200,0,,15.6,,,,,
83767,08/07/13,0,,29,,9.2,3.1,22.6,69.25,1
83767,08/07/13,1200,0,,16,,,,,
83767,09/07/13,0,,24.7,,8.3,3.3,19.14,71.75,2
83767,09/07/13,1200,0,,15.8,,,,,
83767,10/07/13,0,,25.1,,9.8,4.1,19.28,72.5,2.333333
83767,10/07/13,1200,0,,14.7,,,,,
83767,11/07/13,0,,25.1,,10,3.6,19.4,69,1.333333
83767,11/07/13,1200,0,,15.7,,,,,
83767,12/07/13,0,,26.9,,9.9,4,19.86,62,1
83767,12/07/13,1200,0,,15.2,,,,,
83767,13/07/13,0,,27.3,,10,3.8,19.96,59.25,1.666667
83767,13/07/13,1200,0,,13.7,,,,,
83767,14/07/13,0,,28.4,,9.8,4.2,20.7,60,1
83767,14/07/13,1200,0,,13.5,,,,,
83767,15/07/13,0,,27.1,,10.1,4.1,21.12,67.5,1.333333
83767,15/07/13,1200,0,,15.4,,,,,
83767,16/07/13,0,,25.5,,10.1,4.4,18.28,63.25,1
83767,16/07/13,1200,0,,13.7,,,,,
83767,17/07/13,0,,27.5,,10.1,4,19.26,56.5,1
83767,17/07/13,1200,0,,11.4,,,,,
83767,18/07/13,0,,28.1,,9.2,4,21.08,59.25,1.333333
83767,18/07/13,1200,0,,13.7,,,,,
83767,19/07/13,0,,22.2,,2.3,5,18.44,91.5,1.333333
83767,19/07/13,1200,29.2,,16.8,,,,,
83767,20/07/13,0,,25.3,,2.4,0.7,20.26,88.5,1
83767,20/07/13,1200,9.9,,16.8,,,,,
83767,21/07/13,0,,20.4,,0.1,1.2,15.6,96.5,2.333333
83767,21/07/13,1200,8.6,,12.6,,,,,
83767,22/07/13,0,,13.7,,1.5,0.5,9.08,85.25,3.666667
83767,22/07/13,1200,8.1,,6.5,,,,,
83767,23/07/13,0,,10.1,,4.5,2.1,6.32,68,2.333333
83767,23/07/13,1200,0,,3.3,,,,,
83767,24/07/13,0,,14.5,,10,4,7.26,53.5,1.333333
83767,24/07/13,1200,0,,1,,,,,
83767,25/07/13,0,,17.4,,10.1,3.7,10.84,61,1
83767,25/07/13,1200,0,,3.2,,,,,
83767,26/07/13,0,,20.8,,10.1,3,13.02,70,0.666667
83767,26/07/13,1200,0,,5.5,,,,,
83767,27/07/13,0,,24.2,,10.1,3.5,15.98,63.75,1
83767,27/07/13,1200,0,,8.5,,,,,
83767,28/07/13,0,,27.1,,10.1,2.9,17.8,60.25,0.666667
83767,28/07/13,1200,0,,9.1,,,,,
83767,29/07/13,0,,27.9,,10.1,3.7,19.62,60.25,0.666667
83767,29/07/13,1200,0,,11.2,,,,,
83767,30/07/13,0,,27.8,,10.1,4.6,19.78,45.75,1.333333
83767,30/07/13,1200,0,,14.5,,,,,
83767,31/07/13,0,,29.8,,10.1,6.8,22,47,1.333333
83767,31/07/13,1200,0,,15.8,,,,,
83767,01/08/13,0,,30.5,,10.1,7.5,23.04,49,1
83767,01/08/13,1200,0,,17.6,,,,,
83767,02/08/13,0,,30.4,,9.4,6.7,23.16,49.75,1
83767,02/08/13,1200,0,,16.8,,,,,
83767,03/08/13,0,,30.6,,9.9,6.6,23.72,47.25,2
83767,03/08/13,1200,0,,16.5,,,,,
83767,04/08/13,0,,29,,9.6,6.8,23.18,58.5,1.333333
83767,04/08/13,1200,0,,18.7,,,,,
83767,05/08/13,0,,31,,10,5.4,24.24,56.25,2
83767,05/08/13,1200,0,,17.9,,,,,
83767,06/08/13,0,,32.1,,10.1,6.1,24.34,55.75,1.666667
83767,06/08/13,1200,0,,19.2,,,,,
83767,07/08/13,0,,29.6,,10.1,6.9,23.18,50.75,2.333333
83767,07/08/13,1200,0,,18.9,,,,,
83767,08/08/13,0,,30.7,,8.8,7.1,23.56,47,1.333333
83767,08/08/13,1200,0,,18.3,,,,,
83767,09/08/13,0,,30.5,,7,7.2,22.7,59.5,4
83767,09/08/13,1200,0,,19.4,,,,,
83767,10/08/13,0,,20.4,,0.1,5.2,11.54,82.25,3
83767,10/08/13,1200,0,,8.3,,,,,
83767,11/08/13,0,,20,,9.2,1.7,11.56,66,1
83767,11/08/13,1200,0.2,,5,,,,,
83767,12/08/13,0,,26.5,,10.4,2.7,17.4,60.25,1.333333
83767,12/08/13,1200,0,,8.9,,,,,
83767,13/08/13,0,,28.8,,6.1,4.6,21.26,62.25,3.666667
83767,13/08/13,1200,0,,16,,,,,
83767,14/08/13,0,,19.6,,10.1,5.7,12.54,55,6.333333
83767,14/08/13,1200,0,,8.9,,,,,
83767,15/08/13,0,,20.2,,10.5,6.5,12.84,55,1.666667
83767,15/08/13,1200,0,,4.6,,,,,
83767,16/08/13,0,,23.5,,10.5,4.3,17.9,55,2
83767,16/08/13,1200,0,,17,,,,,
83767,17/08/13,0,,23.5,,10.6,5.1,16.22,60.25,1.666667
83767,17/08/13,1200,0,,10.2,,,,,
83767,18/08/13,0,,24.7,,10.1,5.3,17.78,62.25,3
83767,18/08/13,1200,0,,13.1,,,,,
83767,19/08/13,0,,27.5,,10.6,5.1,19.9,56.5,1.666667
83767,19/08/13,1200,0,,13.4,,,,,
83767,20/08/13,0,,28,,10.6,5.8,21.04,56.5,2
83767,20/08/13,1200,0,,15.6,,,,,
83767,21/08/13,0,,29.5,,10.4,7.2,22.14,50,1.333333
83767,21/08/13,1200,0,,15.4,,,,,
83767,22/08/13,0,,32,,7.5,7.2,24.64,41.25,1.666667
83767,22/08/13,1200,0,,19.8,,,,,
83767,23/08/13,0,,32.8,,6.6,8.5,25.14,47.25,1
83767,23/08/13,1200,0,,18.1,,,,,
83767,24/08/13,0,,31.3,,7.9,7.6,24.16,57.25,2
83767,24/08/13,1200,0,,20.4,,,,,
83767,25/08/13,0,,24.9,,8.1,6,18.58,70.25,1.666667
83767,25/08/13,1200,0,,15.1,,,,,
83767,26/08/13,0,,16.2,,0,3,10.38,95,2.666667
83767,26/08/13,1200,0,,8.1,,,,,
83767,27/08/13,0,,13.4,,5.3,1.2,7.88,75.25,2.333333
83767,27/08/13,1200,2.6,,5.5,,,,,
83767,28/08/13,0,,23,,10.9,1.8,12.62,49.25,1.333333
83767,28/08/13,1200,0,,3,,,,,
83767,29/08/13,0,,27.1,,10.8,5.6,17.7,42.5,1
83767,29/08/13,1200,0,,9.2,,,,,
83767,30/08/13,0,,31.6,,10.6,6.9,23.4,38,1.666667
83767,30/08/13,1200,0,,16,,,,,
83767,31/08/13,0,,31.1,,6.9,10,25.32,38,1.333333
83767,31/08/13,1200,0,,21.3,,,,,
83767,01/09/13,0,,33.3,,7.4,9.3,25.64,40.5,3.333333
83767,01/09/13,1200,0,,21.1,,,,,
83767,02/09/13,0,,24.4,,0,9.1,19.34,82.5,2
83767,02/09/13,1200,0,,16.7,,,,,
83767,03/09/13,0,,26.1,,2.6,2,20.7,74.25,0.333333
83767,03/09/13,1200,2.7,,16.4,,,,,
83767,04/09/13,0,,25.3,,5.1,3.1,20.22,74.75,2.666667
83767,04/09/13,1200,0,,17.2,,,,,
83767,05/09/13,0,,27.4,,10.7,3.3,20.34,59.25,2.666667
83767,05/09/13,1200,0,,14.5,,,,,
83767,06/09/13,0,,29.7,,10.8,5.2,22.52,55,1.333333
83767,06/09/13,1200,0,,15.5,,,,,
83767,07/09/13,0,,30.6,,10.8,5.9,23.48,48,2.333333
83767,07/09/13,1200,0,,17.2,,,,,
83767,08/09/13,0,,33.3,,10.1,7.5,25.14,52,3
83767,08/09/13,1200,0,,20.1,,,,,
83767,09/09/13,0,,33.9,,9.9,7,25.76,50.25,1
83767,09/09/13,1200,0,,19.9,,,,,
83767,10/09/13,0,,33.4,,10.9,8.8,25.44,37,2.333333
83767,10/09/13,1200,0,,18.6,,,,,
83767,11/09/13,0,,33.1,,10.8,8.5,26.02,37.5,2
83767,11/09/13,1200,0,,20.6,,,,,
83767,12/09/13,0,,32.8,,10.7,9.1,26.28,42.5,1.333333
83767,12/09/13,1200,0,,21,,,,,
83767,13/09/13,0,,32.8,,10.6,9.2,26.22,40.75,1.333333
83767,13/09/13,1200,0,,21.5,,,,,
83767,14/09/13,0,,34,,10.6,8.5,27.34,37.25,1.333333
83767,14/09/13,1200,0,,21.1,,,,,
83767,15/09/13,0,,34.5,,6.6,9.2,27.32,40.5,1.333333
83767,15/09/13,1200,0,,21.8,,,,,
83767,16/09/13,0,,31.3,,2,9.4,24.14,72.75,1.333333
83767,16/09/13,1200,0,,21.4,,,,,
83767,17/09/13,0,,21.5,,0.8,3.5,14.76,86.25,2.333333
83767,17/09/13,1200,22.8,,12.2,,,,,
83767,18/09/13,0,,23.7,,6.7,1.9,16.92,69.25,1
83767,18/09/13,1200,10.4,,8.9,,,,,
83767,19/09/13,0,,28.8,,6.8,3.2,22.14,70.25,1
83767,19/09/13,1200,0,,17.1,,,,,
83767,20/09/13,0,,34,,9.9,3.9,26.42,55,2.333333
83767,20/09/13,1200,0,,19.3,,,,,
83767,21/09/13,0,,35.1,,9.1,7.5,27.76,56.5,2.333333
83767,21/09/13,1200,0,,22.6,,,,,
83767,22/09/13,0,,31.2,,2.8,6.8,22.4,81,2.333333
83767,22/09/13,1200,0,,18.2,,,,,
83767,23/09/13,0,,19.2,,0.2,3.6,17.18,89.5,2.333333
83767,23/09/13,1200,11.6,,16,,,,,
83767,24/09/13,0,,19,,5.3,1.5,13.96,58,3
83767,24/09/13,1200,3.8,,12.2,,,,,
83767,25/09/13,0,,23.5,,11.4,5.6,15.4,53.5,2
83767,25/09/13,1200,0,,6.5,,,,,
83767,26/09/13,0,,26.1,,11.4,5.9,18.42,44.25,1.333333
83767,26/09/13,1200,0,,11.4,,,,,
83767,27/09/13,0,,29.2,,11.3,7,20.66,38,2
83767,27/09/13,1200,0,,12.4,,,,,
83767,28/09/13,0,,28.3,,7.5,7.3,20.66,59.75,3
83767,28/09/13,1200,0,,15.6,,,,,
83767,29/09/13,0,,24.3,,2.5,5,19.78,86.75,1.333333
83767,29/09/13,1200,12.8,,15.6,,,,,
83767,30/09/13,0,,24.7,,2.3,1.5,19.76,92,0.666667
83767,30/09/13,1200,12.8,,18.3,,,,,
83767,01/10/13,0,,25.3,,2.2,0.9,21.02,87,0
83767,01/10/13,1200,43.7,,17.6,,,,,
83767,02/10/13,0,,26.5,,3.4,1.6,22.1,89.5,1
83767,02/10/13,1200,11.4,,19.9,,,,,
83767,03/10/13,0,,26.5,,3,1.2,21.64,88.25,1.333333
83767,03/10/13,1200,1,,19.3,,,,,
83767,04/10/13,0,,24.7,,0.8,1.3,20.9,80.25,2
83767,04/10/13,1200,85.4,,18.8,,,,,
83767,05/10/13,0,,26,,11.5,3.6,19.28,54.75,0.666667
83767,05/10/13,1200,0.1,,14.1,,,,,
83767,06/10/13,0,,26.9,,9.7,6.3,21.04,52,1.333333
83767,06/10/13,1200,0,,13.5,,,,,
83767,07/10/13,0,,27.3,,11.2,6.4,20.3,50,3
83767,07/10/13,1200,0,,14.6,,,,,
83767,08/10/13,0,,26.7,,11.5,7,19.96,58.75,1.333333
83767,08/10/13,1200,0,,12.4,,,,,
83767,09/10/13,0,,28.8,,11.5,5.4,21.64,54.5,2.333333
83767,09/10/13,1200,0,,14,,,,,
83767,10/10/13,0,,27.3,,3,6.7,21.62,58.5,2.34296
83767,10/10/13,1200,0,,16.2,,,,,
83767,11/10/13,0,,28.7,,5.5,5.9,23.38,52.75,2.333333
83767,11/10/13,1200,0,,18.4,,,,,
83767,12/10/13,0,,24.7,,0.8,8.1,21.52,62.5,1.666667
83767,12/10/13,1200,0,,20.1,,,,,
83767,13/10/13,0,,29.7,,3.6,4.5,23.16,62.25,2.333333
83767,13/10/13,1200,0.1,,18.1,,,,,
83767,14/10/13,0,,32.2,,8.4,5,25.7,56,1
83767,14/10/13,1200,0,,18.5,,,,,
83767,15/10/13,0,,27.1,,0.1,7.5,22.46,85,2.333333
83767,15/10/13,1200,0,,19.2,,,,,
83767,16/10/13,0,,21,,0,2.2,19.1,94.5,1
83767,16/10/13,1200,63.7,,18.2,,,,,
83767,17/10/13,0,,25.3,,4,5.3,20.56,86.5,0.333333
83767,17/10/13,1200,11.4,,17.1,,,,,
83767,18/10/13,0,,29.7,,11.2,3,23.62,52.75,0.666667
83767,18/10/13,1200,0,,17.6,,,,,
83767,19/10/13,0,,30.8,,11.9,6.6,23.36,50.75,1
83767,19/10/13,1200,0,,16.4,,,,,
83767,20/10/13,0,,34.2,,12,7.4,26.5,41.5,1
83767,20/10/13,1200,0,,18,,,,,
83767,21/10/13,0,,34.2,,8.3,9.8,24.34,72.5,2.666667
83767,21/10/13,1200,0,,20.1,,,,,
83767,22/10/13,0,,30.3,,7.3,6.4,24.82,70.75,1
83767,22/10/13,1200,11.8,,18.6,,,,,
83767,23/10/13,0,,34,,10.9,4.8,27.2,61.75,1.676293
83767,23/10/13,1200,0,,21.4,,,,,
83767,24/10/13,0,,32.2,,3.3,6.2,25.76,70.75,0.666667
83767,24/10/13,1200,0,,23,,,,,
83767,25/10/13,0,,31.2,,8,5.5,25.1,64,3.333333
83767,25/10/13,1200,0.2,,21.1,,,,,
83767,26/10/13,0,,31.6,,7.6,6.4,25.54,65.75,1.333333
83767,26/10/13,1200,0,,20.6,,,,,
83767,27/10/13,0,,31.9,,12,5.2,26.74,50.5,1.666667
83767,27/10/13,1200,0,,22.2,,,,,
83767,28/10/13,0,,31.7,,12,9,24.44,52.25,2
83767,28/10/13,1200,0,,18.1,,,,,
83767,29/10/13,0,,31.6,,11.7,7.6,23.42,45.75,1.333333
83767,29/10/13,1200,0,,15.1,,,,,
83767,30/10/13,0,,32.3,,9.7,7.8,26.26,48.5,1
83767,30/10/13,1200,0,,21.6,,,,,
83767,31/10/13,0,,32.7,,11.1,8.6,25.44,48.75,2.333333
83767,31/10/13,1200,0,,19.3,,,,,
83767,01/11/13,0,,31.7,,8.8,7.8,24.96,56.25,2.333333
83767,01/11/13,1200,0,,18.5,,,,,
83767,02/11/13,0,,32.1,,7.6,6.8,25.6,62.75,1.333333
83767,02/11/13,1200,0,,19.3,,,,,
83767,03/11/13,0,,26.9,,1.3,4.6,23.24,92.25,1.333333
83767,03/11/13,1200,3.4,,21.1,,,,,
83767,04/11/13,0,,30.5,,8.4,3.5,24.12,61.25,1.666667
83767,04/11/13,1200,20.4,,20.1,,,,,
83767,05/11/13,0,,29.1,,9.1,4.1,23.38,59,1.666667
83767,05/11/13,1200,0,,19.3,,,,,
83767,06/11/13,0,,25.2,,4.7,5.9,20.96,62,3.333333
83767,06/11/13,1200,0,,16.6,,,,,
83767,07/11/13,0,,28.6,,10.8,5.4,21.86,64.5,2.333333
83767,07/11/13,1200,0,,16.3,,,,,
83767,08/11/13,0,,31.1,,11.9,5,23.94,62.25,0.666667
83767,08/11/13,1200,0,,17,,,,,
83767,09/11/13,0,,34,,12,5.7,27.62,50.75,1.333333
83767,09/11/13,1200,0,,20.9,,,,,
83767,10/11/13,0,,34.9,,12,8.6,29.64,51.75,2.333333
83767,10/11/13,1200,0,,25,,,,,
83767,11/11/13,0,,35.6,,9.4,9.7,27,73.75,2.333333
83767,11/11/13,1200,0,,22.4,,,,,
83767,12/11/13,0,,28.7,,10,4.5,22.54,66.5,3
83767,12/11/13,1200,20.4,,18.8,,,,,
83767,13/11/13,0,,33.4,,11.9,6.8,25.84,49.5,2
83767,13/11/13,1200,0,,18.6,,,,,
83767,14/11/13,0,,33.6,,12.1,8.6,25.44,42.75,2.666667
83767,14/11/13,1200,0,,16.6,,,,,
83767,15/11/13,0,,34,,11.7,9.3,27.4,52.75,2
83767,15/11/13,1200,0,,19.8,,,,,
83767,16/11/13,0,,28.9,,4.3,6.5,23.86,82.75,1
83767,16/11/13,1200,9.2,,21.4,,,,,
83767,17/11/13,0,,25.3,,0.1,2.2,22.86,79,1
83767,17/11/13,1200,6.9,,20.9,,,,,
83767,18/11/13,0,,29.5,,11.4,3.5,,67,1
83767,18/11/13,1200,0,,,,,,,
